         349480367 function calls (341997083 primitive calls) in 308.596 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.008    0.008 colors.py:45(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:606(LinearSegmentedColormap)
        1    0.000    0.000    0.000    0.000 colors.py:63(_ColorMapping)
        1    0.000    0.000    0.000    0.000 colors.py:64(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:759(ListedColormap)
        1    0.000    0.000    0.000    0.000 colors.py:80(<dictcomp>)
        1    0.000    0.000    0.000    0.000 colors.py:849(Normalize)
        1    0.000    0.000    0.000    0.000 colors.py:85(<dictcomp>)
      128    0.000    0.000    0.000    0.000 colors.py:98(_is_nth_color)
        1    0.000    0.000    0.000    0.000 colors.py:981(LogNorm)
        1    0.000    0.000    0.000    0.000 comments.py:14(Comments)
        1    0.000    0.000    0.000    0.000 comments.py:8(<module>)
        3    0.000    0.000    0.072    0.024 common.py:1(<module>)
   979322    0.972    0.000    7.559    0.000 common.py:1099(is_datetime_or_timedelta_dtype)
        1    0.000    0.000    0.000    0.000 common.py:114(_is_s3_url)
   980064    0.421    0.000    2.490    0.000 common.py:117(is_sparse)
        1    0.000    0.000    0.000    0.000 common.py:119(NeverRaised)
        1    0.000    0.000    0.000    0.000 common.py:122(PathBase)
        1    0.000    0.000    0.000    0.000 common.py:122(_expand_user)
   192364    0.419    0.000    4.210    0.000 common.py:1223(is_datetimelike_v_numeric)
   978244    1.029    0.000   12.948    0.000 common.py:1334(needs_i8_conversion)
        1    0.000    0.000    0.000    0.000 common.py:140(_validate_header_arg)
   198427    0.159    0.000    0.248    0.000 common.py:1419(is_string_like_dtype)
   986192    0.682    0.000    2.250    0.000 common.py:1456(is_float_dtype)
        1    0.000    0.000    0.000    0.000 common.py:148(_stringify_path)
   595400    0.365    0.000    1.705    0.000 common.py:1508(is_bool_dtype)
   589191    0.657    0.000    5.969    0.000 common.py:1549(is_extension_type)
      539    0.001    0.000    0.002    0.000 common.py:1608(is_complex_dtype)
        1    0.000    0.000    0.000    0.000 common.py:167(get_filepath_or_buffer)
  1387788    0.564    0.000    0.719    0.000 common.py:1673(_get_dtype)
5538232/5339825    7.766    0.000   16.914    0.000 common.py:1722(_get_dtype_type)
      4/2    0.000    0.000    0.000    0.000 common.py:1766(_get_dtype_from_object)
   986253    1.360    0.000    3.434    0.000 common.py:182(is_bool_indexer)
        2    0.000    0.000    0.000    0.000 common.py:1823(_validate_date_like_dtype)
   384748    2.878    0.000    4.334    0.000 common.py:1852(pandas_dtype)
        1    0.000    0.000    0.000    0.000 common.py:19(<listcomp>)
   983386    0.679    0.000    3.799    0.000 common.py:190(is_categorical)
        1    0.000    0.000    0.000    0.000 common.py:2(<module>)
   198408    0.599    0.000    3.132    0.000 common.py:205(_default_index)
  1785641    0.923    0.000    5.232    0.000 common.py:222(is_datetimetz)
        1    0.000    0.000    0.000    0.000 common.py:23(NameResolutionError)
        1    0.000    0.000    0.000    0.000 common.py:238(_infer_compression)
       10    0.000    0.000    0.000    0.000 common.py:241(_count_not_none)
       30    0.000    0.000    0.000    0.000 common.py:242(<genexpr>)
   795556    0.674    0.000    2.612    0.000 common.py:296(is_datetime64_dtype)
        1    0.000    0.000    0.037    0.037 common.py:3(<module>)
        1    0.000    0.000    0.000    0.000 common.py:30(<listcomp>)
        1    0.000    0.000    0.000    0.000 common.py:302(groupby)
       50    0.000    0.000    0.000    0.000 common.py:32(outer)
  3763796    1.657    0.000    7.547    0.000 common.py:333(is_datetime64tz_dtype)
   198670    0.721    0.000    1.893    0.000 common.py:353(_asarray_tuplesafe)
   603182    0.549    0.000    2.257    0.000 common.py:371(is_timedelta64_dtype)
       10    0.000    0.000    0.001    0.000 common.py:385(_index_labels_to_array)
        1    0.000    0.000    0.000    0.000 common.py:389(Visitor)
        1    0.000    0.000    0.000    0.000 common.py:4(<module>)
  1573526    0.875    0.000    4.188    0.000 common.py:406(is_period_dtype)
        1    0.000    0.000    0.000    0.000 common.py:413(MMapWrapper)
        1    0.000    0.000    0.000    0.000 common.py:424(FNMatcher)
   987052    0.471    0.000    0.651    0.000 common.py:435(_apply_if_callable)
   989563    0.538    0.000    2.580    0.000 common.py:439(is_interval_dtype)
        1    0.000    0.000    0.000    0.000 common.py:44(Checkers)
        1    0.000    0.000    0.000    0.000 common.py:456(UTF8Recoder)
  3149651    1.613    0.000    7.287    0.000 common.py:475(is_categorical_dtype)
   401173    0.485    0.000    1.435    0.000 common.py:508(is_string_dtype)
      135    0.000    0.000    0.000    0.000 common.py:559(_random_state)
       10    0.000    0.000    0.000    0.000 common.py:57(outer)
    14301    0.027    0.000    0.363    0.000 common.py:609(is_datetimelike)
   394094    0.352    0.000    0.757    0.000 common.py:654(is_dtype_equal)
     1143    0.001    0.000    0.003    0.000 common.py:740(is_integer_dtype)
   595368    0.379    0.000    1.294    0.000 common.py:787(is_signed_integer_dtype)
        1    0.000    0.000    0.000    0.000 common.py:80(BaseIterator)
        1    0.000    0.000    0.000    0.000 common.py:80(SettingWithCopyError)
   595348    0.323    0.000    1.189    0.000 common.py:836(is_unsigned_integer_dtype)
        1    0.000    0.000    0.000    0.000 common.py:84(SettingWithCopyWarning)
   980365    0.895    0.000    3.753    0.000 common.py:84(is_object_dtype)
        1    0.000    0.000    0.000    0.000 common.py:88(AbstractMethodError)
     1078    0.001    0.000    0.001    0.000 common.py:924(is_int_or_datetime_dtype)
        1    0.000    0.000    0.000    0.000 common.py:96(_is_url)
   198554    0.160    0.000    1.053    0.000 common.py:972(is_datetime64_any_dtype)
        1    0.000    0.000    0.000    0.000 compat.py:275(_setup_collect_fakemodule)
        1    0.000    0.000    0.000    0.000 compat.py:297(CaptureIO)
        1    0.000    0.000    0.000    0.000 compat.py:3(<module>)
        1    0.000    0.000    0.000    0.000 compat.py:308(FuncargnamesCompatAttr)
        1    0.000    0.000    0.010    0.010 compatibility.py:8(<module>)
       20    0.000    0.000    0.001    0.000 concat.py:100(_concat_compat)
       40    0.000    0.000    0.000    0.000 concat.py:119(is_nonempty)
       20    0.000    0.000    0.000    0.000 concat.py:125(<listcomp>)
       40    0.000    0.000    0.000    0.000 concat.py:136(<genexpr>)
       40    0.000    0.000    0.000    0.000 concat.py:137(<genexpr>)
       10    0.000    0.000    0.009    0.001 concat.py:21(concat)
        1    0.000    0.000    0.000    0.000 concat.py:210(_Concatenator)
       10    0.000    0.000    0.002    0.000 concat.py:215(__init__)
       10    0.000    0.000    0.000    0.000 concat.py:242(<listcomp>)
       30    0.000    0.000    0.001    0.000 concat.py:25(get_dtype_kinds)
       10    0.000    0.000    0.000    0.000 concat.py:283(<listcomp>)
        2    0.000    0.000    0.000    0.000 concat.py:3(<module>)
       10    0.000    0.000    0.006    0.001 concat.py:356(get_result)
       10    0.000    0.000    0.001    0.000 concat.py:405(_concat_index_asobject)
       10    0.000    0.000    0.000    0.000 concat.py:412(<listcomp>)
       10    0.000    0.000    0.000    0.000 concat.py:415(_get_result_dim)
       10    0.000    0.000    0.000    0.000 concat.py:420(<listcomp>)
       10    0.000    0.000    0.002    0.000 concat.py:421(_get_new_axes)
       10    0.000    0.000    0.000    0.000 concat.py:445(_get_comb_axis)
       10    0.000    0.000    0.000    0.000 concat.py:450(<listcomp>)
       10    0.000    0.000    0.001    0.000 concat.py:457(_get_concat_axis)
       10    0.000    0.000    0.000    0.000 concat.py:489(<listcomp>)
       10    0.000    0.000    0.000    0.000 concat.py:505(_maybe_check_integrity)
       10    0.000    0.000    0.001    0.000 concat.py:513(_concat_indexes)
       10    0.000    0.000    0.000    0.000 concat.py:87(_get_frame_result_type)
       30    0.000    0.000    0.000    0.000 concat.py:93(<genexpr>)
        1    0.000    0.000    0.096    0.096 config.py:1(<module>)
        1    0.000    0.000    0.148    0.148 config.py:116(_preloadplugins)
        1    0.000    0.000    0.148    0.148 config.py:121(get_config)
        1    0.000    0.000    0.000    0.000 config.py:1365(setns)
        1    0.000    0.000    0.000    0.000 config.py:170(get_default_val)
        1    0.000    0.000    0.000    0.000 config.py:174(PytestPluginManager)
        1    0.000    0.000    0.000    0.000 config.py:175(DictWrapper)
        1    0.000    0.000    0.000    0.000 config.py:178(__init__)
        1    0.000    0.000    0.001    0.001 config.py:184(__init__)
        1    0.000    0.000    0.000    0.000 config.py:217(CallableDynamicDoc)
        4    0.000    0.000    0.000    0.000 config.py:219(__init__)
        2    0.000    0.000    0.000    0.000 config.py:223(__call__)
      932    0.000    0.000    0.001    0.000 config.py:225(parse_hookimpl_opts)
       60    0.000    0.000    0.000    0.000 config.py:242(parse_hookspec_opts)
       93    0.000    0.000    0.000    0.000 config.py:252(_verify_hook)
        1    0.000    0.000    0.000    0.000 config.py:26(ConftestImportFailure)
       27    0.000    0.000    0.006    0.000 config.py:263(register)
        1    0.000    0.000    0.000    0.000 config.py:374(option_context)
       46    0.000    0.000    0.001    0.000 config.py:411(register_option)
       25    0.000    0.000    0.000    0.000 config.py:420(consider_module)
       25    0.000    0.000    0.000    0.000 config.py:423(_import_plugin_specs)
       25    0.000    0.000    0.146    0.006 config.py:428(import_plugin)
       25    0.000    0.000    0.000    0.000 config.py:461(_get_plugin_specs_as_list)
        2    0.000    0.000    0.000    0.000 config.py:477(deprecate_option)
        1    0.000    0.000    0.000    0.000 config.py:479(Parser)
        1    0.000    0.000    0.000    0.000 config.py:486(__init__)
        1    0.000    0.000    0.039    0.039 config.py:49(<module>)
       56    0.000    0.000    0.000    0.000 config.py:495(processoption)
       20    0.000    0.000    0.000    0.000 config.py:500(getgroup)
        3    0.000    0.000    0.000    0.000 config.py:528(_select_options)
        2    0.000    0.000    0.000    0.000 config.py:546(_get_root)
        5    0.000    0.000    0.000    0.000 config.py:561(_get_deprecated_option)
        1    0.000    0.000    0.000    0.000 config.py:578(_get_registered_option)
       13    0.000    0.000    0.000    0.000 config.py:581(addini)
        3    0.000    0.000    0.000    0.000 config.py:589(_translate_key)
        1    0.000    0.000    0.000    0.000 config.py:597(ArgumentError)
        2    0.000    0.000    0.000    0.000 config.py:602(_warn_if_deprecated)
        1    0.000    0.000    0.000    0.000 config.py:614(Argument)
       56    0.000    0.000    0.000    0.000 config.py:628(__init__)
        1    0.000    0.000    0.000    0.000 config.py:67(cmdline)
      254    0.000    0.000    0.000    0.000 config.py:686(names)
       16    0.000    0.000    0.000    0.000 config.py:689(config_prefix)
        1    0.000    0.000    0.000    0.000 config.py:69(OptionError)
       56    0.000    0.000    0.000    0.000 config.py:706(_set_opt_strings)
        1    0.000    0.000    0.000    0.000 config.py:71(UsageError)
       24    0.000    0.000    0.000    0.000 config.py:719(wrap)
       46    0.000    0.000    0.001    0.000 config.py:720(inner)
        5    0.000    0.000    0.000    0.000 config.py:741(is_type_factory)
        1    0.000    0.000    0.000    0.000 config.py:744(OptionGroup)
        6    0.000    0.000    0.000    0.000 config.py:745(__init__)
        1    0.000    0.000    0.000    0.000 config.py:75(PrintHelp)
       33    0.000    0.000    0.001    0.000 config.py:751(addoption)
       22    0.000    0.000    0.000    0.000 config.py:755(inner)
      363    0.000    0.000    0.000    0.000 config.py:760(<genexpr>)
        6    0.000    0.000    0.038    0.006 config.py:762(is_instance_factory)
       23    0.000    0.000    0.000    0.000 config.py:766(_addoption)
       56    0.000    0.000    0.000    0.000 config.py:770(_addoption_instance)
        3    0.000    0.000    0.000    0.000 config.py:78(_get_single_key)
        1    0.000    0.000    0.000    0.000 config.py:780(MyOptionParser)
        8    0.000    0.000    0.000    0.000 config.py:782(inner)
        7    0.000    0.000    0.000    0.000 config.py:789(is_one_of_factory)
        7    0.000    0.000    0.000    0.000 config.py:791(<listcomp>)
        7    0.000    0.000    0.000    0.000 config.py:792(<listcomp>)
        7    0.000    0.000    0.000    0.000 config.py:794(inner)
        1    0.000    0.000    0.000    0.000 config.py:805(DropShorterLongHelpFormatter)
        1    0.000    0.000    0.000    0.000 config.py:862(CmdOptions)
        1    0.000    0.000    0.000    0.000 config.py:865(__init__)
        1    0.000    0.000    0.000    0.000 config.py:875(Notset)
        1    0.000    0.000    0.000    0.000 config.py:896(Config)
        1    0.000    0.000    0.000    0.000 config.py:899(__init__)
        1    0.000    0.000    0.000    0.000 config.py:920(do_setns)
        2    0.000    0.000    0.000    0.000 config.py:96(_get_option)
       56    0.000    0.000    0.000    0.000 config.py:993(_processopt)
        1    0.000    0.000    0.295    0.295 config_init.py:11(<module>)
        1    0.000    0.000    0.000    0.000 config_init.py:494(_register_xlsx)
        1    0.000    0.000    0.000    0.000 console.py:14(detect_console_encoding)
        1    0.000    0.000    0.007    0.007 console.py:3(<module>)
        1    0.000    0.000    0.000    0.000 contenttypes.py:29(ContentTypes)
        1    0.000    0.000    0.000    0.000 contenttypes.py:8(<module>)
       24    0.000    0.000    0.000    0.000 contextlib.py:129(contextmanager)
        9    0.000    0.000    0.000    0.000 contextlib.py:157(helper)
        9    0.000    0.000    0.000    0.000 contextlib.py:59(__init__)
